Trade #,Type,Signal,Date/Time,Price,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
307,Exit Long,Long Profit,2020-02-18 16:15,9895,1,975.00,2.01,-8250.00,0.10,975.00,2.01,350.00,0.72
307,Entry Long,Long,2020-02-17 17:00,9700,1,975.00,2.01,-8250.00,0.10,975.00,2.01,350.00,0.72
306,Exit Long,Closing Bell,2020-02-12 22:15,10570,1,400.00,0.76,-9225.00,0.04,400.00,0.76,175.00,0.33
306,Entry Long,Long,2020-02-12 18:15,10490,1,400.00,0.76,-9225.00,0.04,400.00,0.76,175.00,0.33
305,Exit Long,Long Profit,2020-02-11 17:00,10495,1,1050.00,2.04,-9625.00,0.11,1050.00,2.04,150.00,0.29
305,Entry Long,Long,2020-02-11 16:45,10285,1,1050.00,2.04,-9625.00,0.11,1050.00,2.04,150.00,0.29
304,Exit Short,Closing Bell,2020-02-06 22:15,9875,1,-50.00,-0.10,-10675.00,-0.01,200.00,0.41,275.00,0.56
304,Entry Short,Short,2020-02-06 18:45,9865,1,-50.00,-0.10,-10675.00,-0.01,200.00,0.41,275.00,0.56
303,Exit Long,Long SL,2020-02-06 18:30,9855,1,-500.00,-1.00,-10625.00,-0.05,0,0.00,500.00,1.00
303,Entry Long,Long,2020-02-06 17:15,9955,1,-500.00,-1.00,-10625.00,-0.05,0,0.00,500.00,1.00
302,Exit Short,Closing Bell,2020-02-04 22:15,9235,1,-75.00,-0.16,-10125.00,-0.01,125.00,0.27,175.00,0.38
302,Entry Short,Short,2020-02-04 20:15,9220,1,-75.00,-0.16,-10125.00,-0.01,125.00,0.27,175.00,0.38
301,Exit Short,Short SL,2020-02-03 21:15,9455,1,-475.00,-1.01,-10050.00,-0.05,450.00,0.96,475.00,1.01
301,Entry Short,Short,2020-02-03 17:00,9360,1,-475.00,-1.01,-10050.00,-0.05,450.00,0.96,475.00,1.01
300,Exit Long,Closing Bell,2020-01-28 22:15,9110,1,200.00,0.44,-9575.00,0.02,200.00,0.44,50.00,0.11
300,Entry Long,Long,2020-01-28 21:45,9070,1,200.00,0.44,-9575.00,0.02,200.00,0.44,50.00,0.11
299,Exit Short,Long,2020-01-28 21:45,9070,1,-300.00,-0.67,-9775.00,-0.03,525.00,1.17,450.00,1.00
299,Entry Short,Short,2020-01-28 17:30,9010,1,-300.00,-0.67,-9775.00,-0.03,525.00,1.17,450.00,1.00
298,Exit Long,Closing Bell,2020-01-24 22:15,8510,1,-100.00,-0.23,-9475.00,-0.01,50.00,0.12,300.00,0.70
298,Entry Long,Long,2020-01-24 20:30,8530,1,-100.00,-0.23,-9475.00,-0.01,50.00,0.12,300.00,0.70
297,Exit Short,Closing Bell,2020-01-15 22:15,8905,1,-400.00,-0.91,-9375.00,-0.04,475.00,1.08,425.00,0.96
297,Entry Short,Short,2020-01-15 16:45,8825,1,-400.00,-0.91,-9375.00,-0.04,475.00,1.08,425.00,0.96
296,Exit Long,Long SL,2020-01-14 21:15,8750,1,-450.00,-1.02,-8975.00,-0.05,575.00,1.30,450.00,1.02
296,Entry Long,Long,2020-01-14 18:15,8840,1,-450.00,-1.02,-8975.00,-0.05,575.00,1.30,450.00,1.02
295,Exit Short,Short SL,2020-01-14 18:00,8765,1,-450.00,-1.04,-8525.00,-0.05,425.00,0.98,450.00,1.04
295,Entry Short,Short,2020-01-14 17:15,8675,1,-450.00,-1.04,-8525.00,-0.05,425.00,0.98,450.00,1.04
294,Exit Long,Long SL,2020-01-10 19:45,8085,1,-425.00,-1.04,-8075.00,-0.04,50.00,0.12,425.00,1.04
294,Entry Long,Long,2020-01-10 19:30,8170,1,-425.00,-1.04,-8075.00,-0.04,50.00,0.12,425.00,1.04
293,Exit Short,Short SL,2020-01-10 19:00,8120,1,-425.00,-1.06,-7650.00,-0.04,225.00,0.56,425.00,1.06
293,Entry Short,Short,2020-01-10 18:00,8035,1,-425.00,-1.06,-7650.00,-0.04,225.00,0.56,425.00,1.06
292,Exit Short,Short Profit,2020-01-08 18:00,8120,1,850.00,2.05,-7225.00,0.09,850.00,2.05,375.00,0.90
292,Entry Short,Short,2020-01-08 17:30,8290,1,850.00,2.05,-7225.00,0.09,850.00,2.05,375.00,0.90
291,Exit Long,Long SL,2020-01-08 17:15,8325,1,-425.00,-1.01,-8075.00,-0.04,150.00,0.36,425.00,1.01
291,Entry Long,Long,2020-01-08 16:45,8410,1,-425.00,-1.01,-8075.00,-0.04,150.00,0.36,425.00,1.01
290,Exit Short,Short SL,2019-12-26 09:00,7305,1,-375.00,-1.04,-7650.00,-0.04,75.00,0.21,375.00,1.04
290,Entry Short,Short,2019-12-24 19:00,7230,1,-375.00,-1.04,-7650.00,-0.04,75.00,0.21,375.00,1.04
289,Exit Long,Short,2019-12-24 19:00,7230,1,-300.00,-0.82,-7275.00,-0.03,100.00,0.27,325.00,0.89
289,Entry Long,Long,2019-12-24 18:00,7290,1,-300.00,-0.82,-7275.00,-0.03,100.00,0.27,325.00,0.89
288,Exit Long,Long Profit,2019-12-18 21:00,7030,1,700.00,2.03,-6975.00,0.07,700.00,2.03,250.00,0.73
288,Entry Long,Long,2019-12-18 18:00,6890,1,700.00,2.03,-6975.00,0.07,700.00,2.03,250.00,0.73
287,Exit Long,Closing Bell,2019-12-12 22:15,7265,1,400.00,1.11,-7675.00,0.04,475.00,1.32,0,0.00
287,Entry Long,Long,2019-12-12 16:45,7185,1,400.00,1.11,-7675.00,0.04,475.00,1.32,0,0.00
286,Exit Short,Closing Bell,2019-12-11 22:15,7185,1,-125.00,-0.35,-8075.00,-0.01,25.00,0.07,300.00,0.84
286,Entry Short,Short,2019-12-11 16:45,7160,1,-125.00,-0.35,-8075.00,-0.01,25.00,0.07,300.00,0.84
285,Exit Short,Closing Bell,2019-12-10 22:15,7240,1,125.00,0.34,-7950.00,0.01,500.00,1.38,50.00,0.14
285,Entry Short,Short,2019-12-10 16:45,7265,1,125.00,0.34,-7950.00,0.01,500.00,1.38,50.00,0.14
284,Exit Short,Short Profit,2019-12-09 21:30,7365,1,775.00,2.06,-8075.00,0.08,775.00,2.06,0,0.00
284,Entry Short,Short,2019-12-09 16:45,7520,1,775.00,2.06,-8075.00,0.08,775.00,2.06,0,0.00
283,Exit Long,Long SL,2019-12-06 20:15,7450,1,-400.00,-1.06,-8850.00,-0.04,125.00,0.33,450.00,1.20
283,Entry Long,Long,2019-12-06 19:00,7530,1,-400.00,-1.06,-8850.00,-0.04,125.00,0.33,450.00,1.20
282,Exit Short,Short SL,2019-12-06 18:45,7485,1,-375.00,-1.01,-8450.00,-0.04,0,0.00,375.00,1.01
282,Entry Short,Short,2019-12-06 17:00,7410,1,-375.00,-1.01,-8450.00,-0.04,0,0.00,375.00,1.01
281,Exit Long,Closing Bell,2019-12-05 22:15,7415,1,-75.00,-0.20,-8075.00,-0.01,125.00,0.34,175.00,0.47
281,Entry Long,Long,2019-12-05 20:45,7430,1,-75.00,-0.20,-8075.00,-0.01,125.00,0.34,175.00,0.47
280,Exit Short,Short SL,2019-12-05 19:00,7405,1,-375.00,-1.02,-8000.00,-0.04,175.00,0.48,375.00,1.02
280,Entry Short,Short,2019-12-05 17:45,7330,1,-375.00,-1.02,-8000.00,-0.04,175.00,0.48,375.00,1.02
279,Exit Short,Closing Bell,2019-12-04 22:15,7255,1,-100.00,-0.28,-7625.00,-0.01,25.00,0.07,350.00,0.97
279,Entry Short,Short,2019-12-04 22:00,7235,1,-100.00,-0.28,-7625.00,-0.01,25.00,0.07,350.00,0.97
278,Exit Long,Long SL,2019-12-04 21:45,7455,1,-400.00,-1.06,-7525.00,-0.04,100.00,0.27,400.00,1.06
278,Entry Long,Long,2019-12-04 18:15,7535,1,-400.00,-1.06,-7525.00,-0.04,100.00,0.27,400.00,1.06
277,Exit Short,Short Profit,2019-11-29 00:00,7410,1,775.00,2.05,-7125.00,0.08,775.00,2.05,325.00,0.86
277,Entry Short,Short,2019-11-28 17:30,7565,1,775.00,2.05,-7125.00,0.08,775.00,2.05,325.00,0.86
276,Exit Long,Short,2019-11-28 17:30,7565,1,-125.00,-0.33,-7900.00,-0.01,300.00,0.79,200.00,0.53
276,Entry Long,Long,2019-11-28 16:45,7590,1,-125.00,-0.33,-7900.00,-0.01,300.00,0.79,200.00,0.53
275,Exit Short,Short SL,2019-11-25 19:30,7260,1,-375.00,-1.04,-7775.00,-0.04,0,0.00,375.00,1.04
275,Entry Short,Short,2019-11-25 18:30,7185,1,-375.00,-1.04,-7775.00,-0.04,0,0.00,375.00,1.04
274,Exit Long,Long SL,2019-11-25 18:00,7180,1,-375.00,-1.03,-7400.00,-0.04,600.00,1.65,375.00,1.03
274,Entry Long,Long,2019-11-25 17:00,7255,1,-375.00,-1.03,-7400.00,-0.04,600.00,1.65,375.00,1.03
273,Exit Long,Long Profit,2019-11-22 20:00,7270,1,725.00,2.04,-7025.00,0.07,725.00,2.04,250.00,0.70
273,Entry Long,Long,2019-11-22 16:45,7125,1,725.00,2.04,-7025.00,0.07,725.00,2.04,250.00,0.70
272,Exit Long,Long Profit,2019-11-12 21:45,8855,1,875.00,2.02,-7750.00,0.09,875.00,2.02,25.00,0.06
272,Entry Long,Long,2019-11-12 16:45,8680,1,875.00,2.02,-7750.00,0.09,875.00,2.02,25.00,0.06
271,Exit Long,Closing Bell,2019-11-01 21:15,9265,1,325.00,0.71,-8625.00,0.03,600.00,1.30,350.00,0.76
271,Entry Long,Long,2019-11-01 16:15,9200,1,325.00,0.71,-8625.00,0.03,600.00,1.30,350.00,0.76
270,Exit Long,Long Profit,2019-10-25 17:30,7905,1,775.00,2.00,-8950.00,0.08,775.00,2.00,25.00,0.06
270,Entry Long,Long,2019-10-25 17:15,7750,1,775.00,2.00,-8950.00,0.08,775.00,2.00,25.00,0.06
269,Exit Short,Closing Bell,2019-10-24 22:15,7475,1,75.00,0.20,-9725.00,0.01,275.00,0.73,50.00,0.13
269,Entry Short,Short,2019-10-24 16:45,7490,1,75.00,0.20,-9725.00,0.01,275.00,0.73,50.00,0.13
268,Exit Long,Closing Bell,2019-10-23 22:15,7465,1,-250.00,-0.67,-9800.00,-0.03,75.00,0.20,250.00,0.67
268,Entry Long,Long,2019-10-23 20:00,7515,1,-250.00,-0.67,-9800.00,-0.03,75.00,0.20,250.00,0.67
267,Exit Short,Short Profit,2019-10-23 18:00,7320,1,750.00,2.01,-9550.00,0.08,750.00,2.01,25.00,0.07
267,Entry Short,Short,2019-10-23 17:30,7470,1,750.00,2.01,-9550.00,0.08,750.00,2.01,25.00,0.07
266,Exit Long,Closing Bell,2019-10-18 22:15,7940,1,50.00,0.13,-10300.00,0.01,350.00,0.88,100.00,0.25
266,Entry Long,Long,2019-10-18 17:15,7930,1,50.00,0.13,-10300.00,0.01,350.00,0.88,100.00,0.25
265,Exit Short,Closing Bell,2019-10-11 22:15,8365,1,-325.00,-0.78,-10350.00,-0.03,25.00,0.06,400.00,0.96
265,Entry Short,Short,2019-10-11 18:30,8300,1,-325.00,-0.78,-10350.00,-0.03,25.00,0.06,400.00,0.96
264,Exit Long,Short,2019-10-11 18:30,8300,1,-275.00,-0.66,-10025.00,-0.03,75.00,0.18,325.00,0.78
264,Entry Long,Long,2019-10-11 17:45,8355,1,-275.00,-0.66,-10025.00,-0.03,75.00,0.18,325.00,0.78
263,Exit Long,Long SL,2019-10-09 18:00,8585,1,-450.00,-1.04,-9750.00,-0.05,0,0.00,450.00,1.04
263,Entry Long,Long,2019-10-09 17:30,8675,1,-450.00,-1.04,-9750.00,-0.05,0,0.00,450.00,1.04
262,Exit Long,Closing Bell,2019-09-30 22:15,8255,1,-25.00,-0.06,-9300.00,0.00,775.00,1.88,75.00,0.18
262,Entry Long,Long,2019-09-30 17:00,8260,1,-25.00,-0.06,-9300.00,0.00,775.00,1.88,75.00,0.18
261,Exit Short,Short SL,2019-09-27 18:00,8065,1,-400.00,-1.00,-9275.00,-0.04,375.00,0.94,400.00,1.00
261,Entry Short,Short,2019-09-27 17:30,7985,1,-400.00,-1.00,-9275.00,-0.04,375.00,0.94,400.00,1.00
260,Exit Short,Short Profit,2019-09-26 17:45,8105,1,850.00,2.05,-8875.00,0.09,850.00,2.05,0,0.00
260,Entry Short,Short,2019-09-26 16:45,8275,1,850.00,2.05,-8875.00,0.09,850.00,2.05,0,0.00
259,Exit Short,Short SL,2019-09-25 18:30,8390,1,200.00,0.47,-9725.00,0.02,750.00,1.78,150.00,0.36
259,Entry Short,Short,2019-09-25 17:00,8430,1,200.00,0.47,-9725.00,0.02,750.00,1.78,150.00,0.36
258,Exit Short,Short Profit,2019-09-24 20:30,9315,1,975.00,2.05,-9925.00,0.10,975.00,2.05,325.00,0.68
258,Entry Short,Short,2019-09-24 16:45,9510,1,975.00,2.05,-9925.00,0.10,975.00,2.05,325.00,0.68
257,Exit Long,Long SL,2019-09-23 17:15,9835,1,-500.00,-1.01,-10900.00,-0.05,200.00,0.40,500.00,1.01
257,Entry Long,Long,2019-09-23 17:00,9935,1,-500.00,-1.01,-10900.00,-0.05,200.00,0.40,500.00,1.01
256,Exit Long,Closing Bell,2019-09-11 22:15,10155,1,250.00,0.49,-10400.00,0.03,375.00,0.74,100.00,0.20
256,Entry Long,Long,2019-09-11 18:30,10105,1,250.00,0.49,-10400.00,0.03,375.00,0.74,100.00,0.20
255,Exit Short,Short SL,2019-09-11 18:15,10125,1,-525.00,-1.05,-10650.00,-0.05,225.00,0.45,525.00,1.05
255,Entry Short,Short,2019-09-11 18:00,10020,1,-525.00,-1.05,-10650.00,-0.05,225.00,0.45,525.00,1.05
254,Exit Short,Short Profit,2019-09-10 21:45,10000,1,1025.00,2.01,-10125.00,0.10,1300.00,2.55,0,0.00
254,Entry Short,Short,2019-09-10 21:30,10205,1,1025.00,2.01,-10125.00,0.10,1300.00,2.55,0,0.00
253,Exit Long,Short,2019-09-10 21:30,10205,1,-325.00,-0.63,-11150.00,-0.03,100.00,0.19,325.00,0.63
253,Entry Long,Long,2019-09-10 17:15,10270,1,-325.00,-0.63,-11150.00,-0.03,100.00,0.19,325.00,0.63
252,Exit Short,Closing Bell,2019-09-09 22:15,10365,1,150.00,0.29,-10825.00,0.02,850.00,1.64,300.00,0.58
252,Entry Short,Short,2019-09-09 17:15,10395,1,150.00,0.29,-10825.00,0.02,850.00,1.64,300.00,0.58
251,Exit Long,Long SL,2019-09-03 12:00,10425,1,-550.00,-1.04,-10975.00,-0.06,600.00,1.14,550.00,1.04
251,Entry Long,Long,2019-09-03 00:15,10535,1,-550.00,-1.04,-10975.00,-0.06,600.00,1.14,550.00,1.04
250,Exit Short,Short SL,2019-09-03 00:00,10450,1,-2175.00,-4.34,-10425.00,-0.22,50.00,0.10,2175.00,4.34
250,Entry Short,Short,2019-09-02 17:15,10015,1,-2175.00,-4.34,-10425.00,-0.22,50.00,0.10,2175.00,4.34
249,Exit Short,Closing Bell,2019-08-26 22:15,10300,1,75.00,0.15,-8250.00,0.01,375.00,0.73,400.00,0.78
249,Entry Short,Short,2019-08-26 18:15,10315,1,75.00,0.15,-8250.00,0.01,375.00,0.73,400.00,0.78
248,Exit Long,Closing Bell,2019-08-21 22:15,10185,1,425.00,0.84,-8325.00,0.04,450.00,0.89,175.00,0.35
248,Entry Long,Long,2019-08-21 18:15,10100,1,425.00,0.84,-8325.00,0.04,450.00,0.89,175.00,0.35
247,Exit Short,Long,2019-08-21 18:15,10100,1,-600.00,-1.20,-8750.00,-0.06,650.00,1.30,650.00,1.30
247,Entry Short,Short,2019-08-21 18:00,9980,1,-600.00,-1.20,-8750.00,-0.06,650.00,1.30,650.00,1.30
246,Exit Long,Closing Bell,2019-08-20 22:15,10740,1,25.00,0.05,-8150.00,0.00,450.00,0.84,100.00,0.19
246,Entry Long,Long,2019-08-20 17:30,10735,1,25.00,0.05,-8150.00,0.00,450.00,0.84,100.00,0.19
245,Exit Short,Short SL,2019-08-20 17:15,10740,1,-550.00,-1.03,-8175.00,-0.06,200.00,0.38,550.00,1.03
245,Entry Short,Short,2019-08-20 16:45,10630,1,-550.00,-1.03,-8175.00,-0.06,200.00,0.38,550.00,1.03
244,Exit Long,Closing Bell,2019-08-15 22:15,10145,1,125.00,0.25,-7625.00,0.01,400.00,0.79,475.00,0.94
244,Entry Long,Long,2019-08-15 17:45,10120,1,125.00,0.25,-7625.00,0.01,400.00,0.79,475.00,0.94
243,Exit Short,Long,2019-08-15 17:45,10120,1,-525.00,-1.05,-7750.00,-0.05,25.00,0.05,525.00,1.05
243,Entry Short,Short,2019-08-15 16:45,10015,1,-525.00,-1.05,-7750.00,-0.05,25.00,0.05,525.00,1.05
242,Exit Long,Long SL,2019-08-14 18:30,10410,1,-1075.00,-2.02,-7225.00,-0.11,0,0.00,1275.00,2.40
242,Entry Long,Long,2019-08-14 18:15,10625,1,-1075.00,-2.02,-7225.00,-0.11,0,0.00,1275.00,2.40
241,Exit Short,Short SL,2019-08-14 18:00,10625,1,-550.00,-1.05,-6150.00,-0.06,125.00,0.24,550.00,1.05
241,Entry Short,Short,2019-08-14 16:45,10515,1,-550.00,-1.05,-6150.00,-0.06,125.00,0.24,550.00,1.05
240,Exit Short,Closing Bell,2019-08-13 22:15,10985,1,-425.00,-0.78,-5600.00,-0.04,500.00,0.92,425.00,0.78
240,Entry Short,Short,2019-08-13 18:45,10900,1,-425.00,-0.78,-5600.00,-0.04,500.00,0.92,425.00,0.78
239,Exit Short,Closing Bell,2019-08-08 22:15,11695,1,-75.00,-0.13,-5175.00,-0.01,275.00,0.47,525.00,0.90
239,Entry Short,Short,2019-08-08 19:30,11680,1,-75.00,-0.13,-5175.00,-0.01,275.00,0.47,525.00,0.90
238,Exit Long,Long SL,2019-08-08 19:15,11755,1,-600.00,-1.01,-5100.00,-0.06,175.00,0.29,600.00,1.01
238,Entry Long,Long,2019-08-08 17:30,11875,1,-600.00,-1.01,-5100.00,-0.06,175.00,0.29,600.00,1.01
237,Exit Short,Short SL,2019-08-07 19:00,11800,1,25.00,0.04,-4500.00,0.00,1100.00,1.86,300.00,0.51
237,Entry Short,Short,2019-08-07 17:15,11805,1,25.00,0.04,-4500.00,0.00,1100.00,1.86,300.00,0.51
236,Exit Long,Long SL,2019-08-07 17:00,12105,1,-625.00,-1.02,-4525.00,-0.06,200.00,0.33,625.00,1.02
236,Entry Long,Long,2019-08-07 16:45,12230,1,-625.00,-1.02,-4525.00,-0.06,200.00,0.33,625.00,1.02
235,Exit Long,Long SL,2019-07-31 20:00,10085,1,-525.00,-1.03,-3900.00,-0.05,525.00,1.03,525.00,1.03
235,Entry Long,Long,2019-07-31 17:15,10190,1,-525.00,-1.03,-3900.00,-0.05,525.00,1.03,525.00,1.03
234,Exit Long,Long SL,2019-07-30 21:15,9705,1,-500.00,-1.02,-3375.00,-0.05,350.00,0.71,500.00,1.02
234,Entry Long,Long,2019-07-30 17:30,9805,1,-500.00,-1.02,-3375.00,-0.05,350.00,0.71,500.00,1.02
233,Exit Short,Short SL,2019-07-30 17:15,9790,1,-500.00,-1.03,-2875.00,-0.05,0,0.00,500.00,1.03
233,Entry Short,Short,2019-07-30 17:00,9690,1,-500.00,-1.03,-2875.00,-0.05,0,0.00,500.00,1.03
232,Exit Short,Closing Bell,2019-07-29 22:15,9550,1,-125.00,-0.26,-2375.00,-0.01,75.00,0.16,300.00,0.63
232,Entry Short,Short,2019-07-29 20:00,9525,1,-125.00,-0.26,-2375.00,-0.01,75.00,0.16,300.00,0.63
231,Exit Long,Long SL,2019-07-29 19:45,9555,1,-500.00,-1.04,-2250.00,-0.05,25.00,0.05,500.00,1.04
231,Entry Long,Long,2019-07-29 18:15,9655,1,-500.00,-1.04,-2250.00,-0.05,25.00,0.05,500.00,1.04
230,Exit Short,Short SL,2019-07-24 21:15,9815,1,-500.00,-1.03,-1750.00,-0.05,200.00,0.41,500.00,1.03
230,Entry Short,Short,2019-07-24 18:30,9715,1,-500.00,-1.03,-1750.00,-0.05,200.00,0.41,500.00,1.03
229,Exit Long,Long SL,2019-07-24 18:15,9880,1,-500.00,-1.00,-1250.00,-0.05,375.00,0.75,500.00,1.00
229,Entry Long,Long,2019-07-24 16:45,9980,1,-500.00,-1.00,-1250.00,-0.05,375.00,0.75,500.00,1.00
228,Exit Long,Long Profit,2019-07-23 22:00,10180,1,1000.00,2.00,-750.00,0.10,1000.00,2.00,350.00,0.70
228,Entry Long,Long,2019-07-23 16:45,9980,1,1000.00,2.00,-750.00,0.10,1000.00,2.00,350.00,0.70
227,Exit Short,Short SL,2019-07-22 19:15,10365,1,-525.00,-1.02,-1750.00,-0.05,550.00,1.07,525.00,1.02
227,Entry Short,Short,2019-07-22 16:45,10260,1,-525.00,-1.02,-1750.00,-0.05,550.00,1.07,525.00,1.02
226,Exit Long,Closing Bell,2019-07-19 22:15,10505,1,275.00,0.53,-1225.00,0.03,425.00,0.81,450.00,0.86
226,Entry Long,Long,2019-07-19 17:30,10450,1,275.00,0.53,-1225.00,0.03,425.00,0.81,450.00,0.86
225,Exit Long,Long Profit,2019-07-18 17:00,10520,1,1050.00,2.04,-1500.00,0.11,1050.00,2.04,375.00,0.73
225,Entry Long,Long,2019-07-18 16:45,10310,1,1050.00,2.04,-1500.00,0.11,1050.00,2.04,375.00,0.73
224,Exit Long,Long SL,2019-07-17 20:00,9790,1,250.00,0.51,-2550.00,0.03,950.00,1.95,275.00,0.56
224,Entry Long,Long,2019-07-17 17:00,9740,1,250.00,0.51,-2550.00,0.03,950.00,1.95,275.00,0.56
223,Exit Short,Short Profit,2019-07-16 18:45,9930,1,1025.00,2.02,-2800.00,0.10,1350.00,2.66,25.00,0.05
223,Entry Short,Short,2019-07-16 18:15,10135,1,1025.00,2.02,-2800.00,0.10,1350.00,2.66,25.00,0.05
222,Exit Long,Long SL,2019-07-16 18:00,10480,1,-550.00,-1.04,-3825.00,-0.06,200.00,0.38,550.00,1.04
222,Entry Long,Long,2019-07-16 17:45,10590,1,-550.00,-1.04,-3825.00,-0.06,200.00,0.38,550.00,1.04
221,Exit Short,Short SL,2019-07-15 20:15,10585,1,-525.00,-1.00,-3275.00,-0.05,375.00,0.72,525.00,1.00
221,Entry Short,Short,2019-07-15 20:00,10480,1,-525.00,-1.00,-3275.00,-0.05,375.00,0.72,525.00,1.00
220,Exit Long,Long SL,2019-07-15 19:45,10580,1,-550.00,-1.03,-2750.00,-0.06,275.00,0.51,550.00,1.03
220,Entry Long,Long,2019-07-15 18:45,10690,1,-550.00,-1.03,-2750.00,-0.06,275.00,0.51,550.00,1.03
219,Exit Short,Short SL,2019-07-11 18:15,11775,1,-775.00,-1.33,-2200.00,-0.08,325.00,0.56,875.00,1.51
219,Entry Short,Short,2019-07-11 18:00,11620,1,-775.00,-1.33,-2200.00,-0.08,325.00,0.56,875.00,1.51
218,Exit Long,Long SL,2019-07-11 17:30,11780,1,-600.00,-1.01,-1425.00,-0.06,200.00,0.34,600.00,1.01
218,Entry Long,Long,2019-07-11 16:45,11900,1,-600.00,-1.01,-1425.00,-0.06,200.00,0.34,600.00,1.01
217,Exit Short,Short Profit,2019-07-10 17:15,12395,1,1275.00,2.02,-825.00,0.13,1625.00,2.57,150.00,0.24
217,Entry Short,Short,2019-07-10 17:00,12650,1,1275.00,2.02,-825.00,0.13,1625.00,2.57,150.00,0.24
216,Exit Short,Short SL,2019-07-04 00:00,11540,1,-575.00,-1.01,-2100.00,-0.06,425.00,0.74,575.00,1.01
216,Entry Short,Short,2019-07-03 18:45,11425,1,-575.00,-1.01,-2100.00,-0.06,425.00,0.74,575.00,1.01
215,Exit Long,Long SL,2019-07-03 18:30,11490,1,-600.00,-1.03,-1525.00,-0.06,400.00,0.69,600.00,1.03
215,Entry Long,Long,2019-07-03 17:00,11610,1,-600.00,-1.03,-1525.00,-0.06,400.00,0.69,600.00,1.03
214,Exit Long,Long SL,2019-07-02 17:15,10630,1,250.00,0.47,-925.00,0.03,900.00,1.70,200.00,0.38
214,Entry Long,Long,2019-07-02 16:45,10580,1,250.00,0.47,-925.00,0.03,900.00,1.70,200.00,0.38
213,Exit Short,Short Profit,2019-07-01 17:00,10410,1,1075.00,2.02,-1175.00,0.11,1300.00,2.45,375.00,0.71
213,Entry Short,Short,2019-07-01 16:45,10625,1,1075.00,2.02,-1175.00,0.11,1300.00,2.45,375.00,0.71
212,Exit Long,Long SL,2019-06-28 18:00,12105,1,-625.00,-1.02,-2250.00,-0.06,400.00,0.65,625.00,1.02
212,Entry Long,Long,2019-06-28 17:30,12230,1,-625.00,-1.02,-2250.00,-0.06,400.00,0.65,625.00,1.02
211,Exit Short,Short Profit,2019-06-27 18:30,11315,1,2375.00,4.03,-1625.00,0.24,3525.00,5.98,0,0.00
211,Entry Short,Short,2019-06-27 18:15,11790,1,2375.00,4.03,-1625.00,0.24,3525.00,5.98,0,0.00
210,Exit Long,Long SL,2019-06-27 17:15,12080,1,-925.00,-1.51,-4000.00,-0.09,0,0.00,1025.00,1.67
210,Entry Long,Long,2019-06-27 17:00,12265,1,-925.00,-1.51,-4000.00,-0.09,0,0.00,1025.00,1.67
209,Exit Long,Long Profit,2019-06-26 18:45,13870,1,1375.00,2.02,-3075.00,0.14,1375.00,2.02,700.00,1.03
209,Entry Long,Long,2019-06-26 18:30,13595,1,1375.00,2.02,-3075.00,0.14,1375.00,2.02,700.00,1.03
208,Exit Short,Short SL,2019-06-26 18:15,13165,1,-675.00,-1.04,-4450.00,-0.07,325.00,0.50,675.00,1.04
208,Entry Short,Short,2019-06-26 17:00,13030,1,-675.00,-1.04,-4450.00,-0.07,325.00,0.50,675.00,1.04
207,Exit Long,Long SL,2019-06-25 19:30,11270,1,-575.00,-1.01,-3775.00,-0.06,350.00,0.61,575.00,1.01
207,Entry Long,Long,2019-06-25 17:30,11385,1,-575.00,-1.01,-3775.00,-0.06,350.00,0.61,575.00,1.01
206,Exit Short,Long,2019-06-25 17:30,11385,1,-375.00,-0.66,-3200.00,-0.04,175.00,0.31,425.00,0.75
206,Entry Short,Short,2019-06-25 17:00,11310,1,-375.00,-0.66,-3200.00,-0.04,175.00,0.31,425.00,0.75
205,Exit Short,Closing Bell,2019-06-24 22:15,10960,1,-200.00,-0.37,-2825.00,-0.02,0,0.00,325.00,0.60
205,Entry Short,Short,2019-06-24 21:45,10920,1,-200.00,-0.37,-2825.00,-0.02,0,0.00,325.00,0.60
204,Exit Long,Long SL,2019-06-24 18:45,11035,1,250.00,0.46,-2625.00,0.03,850.00,1.55,375.00,0.68
204,Entry Long,Long,2019-06-24 17:00,10985,1,250.00,0.46,-2625.00,0.03,850.00,1.55,375.00,0.68
203,Exit Long,Closing Bell,2019-06-21 22:15,9970,1,175.00,0.35,-2875.00,0.02,625.00,1.26,225.00,0.45
203,Entry Long,Long,2019-06-21 16:45,9935,1,175.00,0.35,-2875.00,0.02,625.00,1.26,225.00,0.45
202,Exit Short,Short SL,2019-06-18 20:45,9165,1,-475.00,-1.05,-3050.00,-0.05,425.00,0.94,475.00,1.05
202,Entry Short,Short,2019-06-18 17:30,9070,1,-475.00,-1.05,-3050.00,-0.05,425.00,0.94,475.00,1.05
201,Exit Long,Long Profit,2019-06-12 17:00,8220,1,825.00,2.05,-2575.00,0.08,825.00,2.05,50.00,0.12
201,Entry Long,Long,2019-06-12 16:45,8055,1,825.00,2.05,-2575.00,0.08,825.00,2.05,50.00,0.12
200,Exit Long,Closing Bell,2019-06-05 22:15,7870,1,450.00,1.16,-3400.00,0.05,500.00,1.29,125.00,0.32
200,Entry Long,Long,2019-06-05 19:00,7780,1,450.00,1.16,-3400.00,0.05,500.00,1.29,125.00,0.32
199,Exit Short,Long,2019-06-05 19:00,7780,1,-275.00,-0.71,-3850.00,-0.03,600.00,1.55,375.00,0.97
