AAPL;MSFT;AMZN;GOOGL;META;BRK-B;JNJ;JPM;V;PG;XOM;VZ;INTC;CSCO;KO;HD;MRK;PFE;DIS;WMT;BA;GS;MMM;AXP;CAT;TRV;MCD;IBM;JPM;NKE;GOOG;TSLA;NVDA;ADBE;NFLX;CRM;PYPL;AVGO;AMGN;TXN
percent/trade;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hitrate;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of trades;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Return;44,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.2017;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2017;100000;0,2206785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.2017;100049,7993;0,221066403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.2017;100100,2198;0,124111413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.2017;100129,33;0,124366057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.2017;100082,4698;0,123956071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.03.2017;100078,2099;0,123918782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.03.2017;100036,3202;0,123551927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.03.2017;99946,86053;0,122767443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.2017;99893,61053;0,246322171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.2017;99521,80968;0,243506526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.2017;99497,49996;0,243321696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.03.2017;99581,86939;0,243962782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.03.2017;99405,9801;0,367592582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.2017;99263,19982;0,471518855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.2017;99404,79981;0,230147243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.2017;99313,13875;0,229436708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.03.2017;99241,39923;0,228879684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.03.2017;99190,25925;0,321401522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.2017;99194,9293;0,103969024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2017;99221,37976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.2017;99221,37976;0,124113373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2017;99226,7799;0,124161041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2017;99399,57976;0,083271178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2017;99419,73967;0,083457068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.2017;99421,65938;0,083474766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.2017;99426,45967;0,083519015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.2017;99431,25996;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.2017;99431,25996;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.05.2017;99431,25996;0,124747587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.2017;99470,64985;0,125094183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.2017;99515,09006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.2017;99515,09006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.2017;99515,09006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.05.2017;99515,09006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2017;99515,09006;0,124411784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.2017;99619,0406;0,125325443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.2017;99731,08992;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2017;99731,08992;0,08285962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.2017;99771,40973;0,083230256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2017;99805,96983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.2017;99805,96983;0,082739538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.2017;99835,11039;0,083007274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.2017;99842,62983;0,152567546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.2017;99965,18691;0,153606496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.2017;99815,39524;0,152336324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.06.2017;99724,26149;0,151561681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.06.2017;99512,66774;0,149757647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.2017;99938,99941;0,153384711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.2017;99799,68191;0,152202861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.2017;99889,76691;0,246941034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.2017;99825,77743;0,340102963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.2017;99975,7643;0,187827517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2017;99963,16493;0,187725151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2017;99805,66493;0,27966499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.2017;99730,06556;0,279118948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.06.2017;99295,36399;0,396186163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.2017;99314,26471;0,209129363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.07.2017;99410,03486;0,209891276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
